pincode,district,state
782441,"KARBI ANGLONG","ASSAM"
782442,"HOJAI","ASSAM"
782445,"HOJAI","ASSAM"
782446,"HOJAI","ASSAM"
782447,"KARBI ANGLONG","ASSAM"
782448,"WEST KARBI ANGLONG","ASSAM"
782450,"NAGAON","ASSAM"
782460,"KARBI ANGLONG","ASSAM"
782461,"KARBI ANGLONG","ASSAM"
782462,"KARBI ANGLONG","ASSAM"
782470,"KARBI ANGLONG","ASSAM"
782480,"KARBI ANGLONG","ASSAM"
782481,"KARBI ANGLONG","ASSAM"
782482,"KARBI ANGLONG","ASSAM"
782485,"WEST KARBI ANGLONG","ASSAM"
782486,"WEST KARBI ANGLONG","ASSAM"
782490,"KARBI ANGLONG","ASSAM"
783101,"GOALPARA","ASSAM"
783120,"GOALPARA","ASSAM"
783122,"GOALPARA","ASSAM"
783123,"GOALPARA","ASSAM"
783124,"GOALPARA","ASSAM"
783125,"GOALPARA","ASSAM"
783126,"GOALPARA","ASSAM"
783127,"SOUTH SALMARA MANCACHAR","ASSAM"
783128,"SOUTH SALMARA MANCACHAR","ASSAM"
783129,"GOALPARA","ASSAM"
783130,"GOALPARA","ASSAM"
783131,"SOUTH SALMARA MANCACHAR","ASSAM"
783132,"GOALPARA","ASSAM"
783133,"GOALPARA","ASSAM"
783134,"GOALPARA","ASSAM"
783135,"SOUTH SALMARA MANCACHAR","ASSAM"
783136,"SOUTH SALMARA MANCACHAR","ASSAM"
783301,"DHUBRI","ASSAM"
783323,"DHUBRI","ASSAM"
783324,"DHUBRI","ASSAM"
783325,"DHUBRI","ASSAM"
783330,"DHUBRI","ASSAM"
783331,"DHUBRI","ASSAM"
783332,"KOKRAJHAR","ASSAM"
783333,"KOKRAJHAR","ASSAM"
783334,"DHUBRI","ASSAM"
783335,"DHUBRI","ASSAM"
783336,"KOKRAJHAR","ASSAM"
783337,"DHUBRI","ASSAM"
783339,"DHUBRI","ASSAM"
783345,"KOKRAJHAR","ASSAM"
783346,"KOKRAJHAR","ASSAM"
783347,"KOKRAJHAR","ASSAM"
783348,"DHUBRI","ASSAM"
783349,"DHUBRI","ASSAM"
783350,"KOKRAJHAR","ASSAM"
783354,"KOKRAJHAR","ASSAM"
783360,"KOKRAJHAR","ASSAM"
783361,"KOKRAJHAR","ASSAM"
783369,"KOKRAJHAR","ASSAM"
783370,"KOKRAJHAR","ASSAM"
783371,"DHUBRI","ASSAM"
783372,"CHIRANG","ASSAM"
783373,"KOKRAJHAR","ASSAM"
783375,"CHIRANG","ASSAM"
783376,"KOKRAJHAR","ASSAM"
783380,"BONGAIGAON","ASSAM"
783381,"BONGAIGAON","ASSAM"
783382,"BONGAIGAON","ASSAM"
783383,"BONGAIGAON","ASSAM"
783384,"BONGAIGAON","ASSAM"
783385,"CHIRANG","ASSAM"
783386,"CHIRANG","ASSAM"
783388,"BONGAIGAON","ASSAM"
783389,"BONGAIGAON","ASSAM"
783390,"CHIRANG","ASSAM"
783391,"CHIRANG","ASSAM"
783392,"BONGAIGAON","ASSAM"
783393,"CHIRANG","ASSAM"
783394,"CHIRANG","ASSAM"
784001,"SONITPUR","ASSAM"
784010,"SONITPUR","ASSAM"
784025,"SONITPUR","ASSAM"
784026,"SONITPUR","ASSAM"
784027,"SONITPUR","ASSAM"
784028,"SONITPUR","ASSAM"
784101,"SONITPUR","ASSAM"
784102,"SONITPUR","ASSAM"
784103,"SONITPUR","ASSAM"
784104,"SONITPUR","ASSAM"
784105,"SONITPUR","ASSAM"
784110,"SONITPUR","ASSAM"
784111,"SONITPUR","ASSAM"
784112,"SONITPUR","ASSAM"
784113,"UDALGURI","ASSAM"
784114,"UDALGURI","ASSAM"
784115,"DARRANG","ASSAM"
784116,"DARRANG","ASSAM"
784117,"SONITPUR","ASSAM"
784125,"DARRANG","ASSAM"
784144,"DARRANG","ASSAM"
784145,"DARRANG","ASSAM"
784146,"DARRANG","ASSAM"
784147,"DARRANG","ASSAM"
784148,"DARRANG","ASSAM"
784149,"SONITPUR","ASSAM"
784150,"SONITPUR","ASSAM"
784153,"SONITPUR","ASSAM"
784154,"SONITPUR","ASSAM"
784160,"LAKHIMPUR","ASSAM"
784161,"LAKHIMPUR","ASSAM"
784163,"LAKHIMPUR","ASSAM"
784164,"LAKHIMPUR","ASSAM"
784165,"LAKHIMPUR","ASSAM"
784166,"Biswanath","ASSAM"
784167,"Biswanath","ASSAM"
784168,"Biswanath","ASSAM"
784169,"Biswanath","ASSAM"
784170,"Biswanath","ASSAM"
784171,"Biswanath","ASSAM"
784172,"Biswanath","ASSAM"
784173,"Biswanath","ASSAM"
784174,"Biswanath","ASSAM"
784175,"Biswanath","ASSAM"
784176,"Biswanath","ASSAM"
784177,"Biswanath","ASSAM"
784178,"Biswanath","ASSAM"
784179,"Biswanath","ASSAM"
784180,"SONITPUR","ASSAM"
784182,"SONITPUR","ASSAM"
784184,"Biswanath","ASSAM"
784189,"Biswanath","ASSAM"
784190,"UDALGURI","ASSAM"
784501,"SONITPUR","ASSAM"
784502,"SONITPUR","ASSAM"
784504,"SONITPUR","ASSAM"
784505,"SONITPUR","ASSAM"
784506,"SONITPUR","ASSAM"
784507,"UDALGURI","ASSAM"
784508,"UDALGURI","ASSAM"
784509,"UDALGURI","ASSAM"
784510,"UDALGURI","ASSAM"
784513,"UDALGURI","ASSAM"
784514,"UDALGURI","ASSAM"
784521,"UDALGURI","ASSAM"
784522,"UDALGURI","ASSAM"
784523,"UDALGURI","ASSAM"
784524,"UDALGURI","ASSAM"
784525,"UDALGURI","ASSAM"
784526,"UDALGURI","ASSAM"
784527,"UDALGURI","ASSAM"
784528,"UDALGURI","ASSAM"
784529,"DARRANG","ASSAM"
785001,"JORHAT","ASSAM"
785004,"JORHAT","ASSAM"
785006,"JORHAT","ASSAM"
785007,"JORHAT","ASSAM"
785008,"JORHAT","ASSAM"
785009,"JORHAT","ASSAM"
785010,"JORHAT","ASSAM"
785013,"JORHAT","ASSAM"
785014,"JORHAT","ASSAM"
785015,"JORHAT","ASSAM"
785101,"JORHAT","ASSAM"
785102,"MAJULI","ASSAM"
785104,"MAJULI","ASSAM"
785105,"MAJULI","ASSAM"
785106,"MAJULI","ASSAM"
785107,"JORHAT","ASSAM"
785108,"JORHAT","ASSAM"
785110,"MAJULI","ASSAM"
785111,"JORHAT","ASSAM"
785112,"JORHAT","ASSAM"
785601,"GOLAGHAT","ASSAM"
785602,"GOLAGHAT","ASSAM"
785603,"GOLAGHAT","ASSAM"
785609,"GOLAGHAT","ASSAM"
785610,"GOLAGHAT","ASSAM"
785611,"GOLAGHAT","ASSAM"
785612,"GOLAGHAT","ASSAM"
785613,"GOLAGHAT","ASSAM"
785614,"GOLAGHAT","ASSAM"
785615,"GOLAGHAT","ASSAM"
785616,"JORHAT","ASSAM"
785618,"GOLAGHAT","ASSAM"
785619,"GOLAGHAT","ASSAM"
785621,"GOLAGHAT","ASSAM"
785622,"GOLAGHAT","ASSAM"
785625,"GOLAGHAT","ASSAM"
785626,"GOLAGHAT","ASSAM"
785630,"JORHAT","ASSAM"
785631,"JORHAT","ASSAM"
785632,"JORHAT","ASSAM"
785633,"JORHAT","ASSAM"
785634,"JORHAT","ASSAM"
785635,"JORHAT","ASSAM"
785636,"JORHAT","ASSAM"
785640,"SIVASAGAR","ASSAM"
785661,"SIVASAGAR","ASSAM"
785662,"SIVASAGAR","ASSAM"
785663,"SIVASAGAR","ASSAM"
785664,"SIVASAGAR","ASSAM"
785665,"SIVASAGAR","ASSAM"
785666,"SIVASAGAR","ASSAM"
785667,"SIVASAGAR","ASSAM"
785669,"SIVASAGAR","ASSAM"
785670,"CHARAIDEO","ASSAM"
785671,"SIVASAGAR","ASSAM"
785672,"SIVASAGAR","ASSAM"
785673,"CHARAIDEO","ASSAM"
785674,"SIVASAGAR","ASSAM"
785675,"DIBRUGARH","ASSAM"
785676,"DIBRUGARH","ASSAM"
785680,"SIVASAGAR","ASSAM"
785681,"SIVASAGAR","ASSAM"
785682,"SIVASAGAR","ASSAM"
785683,"JORHAT","ASSAM"
785684,"SIVASAGAR","ASSAM"
785685,"SIVASAGAR","ASSAM"
785686,"SIVASAGAR","ASSAM"
785687,"SIVASAGAR","ASSAM"
785688,"CHARAIDEO","ASSAM"
785689,"CHARAIDEO","ASSAM"
785690,"CHARAIDEO","ASSAM"
785691,"CHARAIDEO","ASSAM"
785692,"CHARAIDEO","ASSAM"
785693,"CHARAIDEO","ASSAM"
785696,"SIVASAGAR","ASSAM"
785697,"SIVASAGAR","ASSAM"
785698,"CHARAIDEO","ASSAM"
785699,"GOLAGHAT","ASSAM"
785700,"JORHAT","ASSAM"
785701,"SIVASAGAR","ASSAM"
785702,"GOLAGHAT","ASSAM"
785703,"GOLAGHAT","ASSAM"
785704,"JORHAT","ASSAM"
785705,"GOLAGHAT","ASSAM"
786001,"DIBRUGARH","ASSAM"
786002,"DIBRUGARH","ASSAM"
786003,"DIBRUGARH","ASSAM"
786004,"DIBRUGARH","ASSAM"
786006,"DIBRUGARH","ASSAM"
786007,"DIBRUGARH","ASSAM"
786008,"DIBRUGARH","ASSAM"
786010,"DIBRUGARH","ASSAM"
786012,"DIBRUGARH","ASSAM"
786101,"DIBRUGARH","ASSAM"
786102,"DIBRUGARH","ASSAM"
786103,"DIBRUGARH","ASSAM"
786125,"TINSUKIA","ASSAM"
786126,"TINSUKIA","ASSAM"
786145,"TINSUKIA","ASSAM"
786146,"TINSUKIA","ASSAM"
786147,"TINSUKIA","ASSAM"
786148,"TINSUKIA","ASSAM"
786150,"TINSUKIA","ASSAM"
786151,"TINSUKIA","ASSAM"
786152,"TINSUKIA","ASSAM"
786153,"TINSUKIA","ASSAM"
786154,"TINSUKIA","ASSAM"
786155,"TINSUKIA","ASSAM"
786156,"TINSUKIA","ASSAM"
786157,"TINSUKIA","ASSAM"
786158,"TINSUKIA","ASSAM"
786159,"TINSUKIA","ASSAM"
786160,"TINSUKIA","ASSAM"
786170,"TINSUKIA","ASSAM"
786171,"TINSUKIA","ASSAM"
786173,"TINSUKIA","ASSAM"
786174,"TINSUKIA","ASSAM"
786179,"TINSUKIA","ASSAM"
786181,"TINSUKIA","ASSAM"
786182,"TINSUKIA","ASSAM"
786183,"TINSUKIA","ASSAM"
786184,"DIBRUGARH","ASSAM"
786187,"TINSUKIA","ASSAM"
786188,"TINSUKIA","ASSAM"
786189,"TINSUKIA","ASSAM"
786190,"TINSUKIA","ASSAM"
786191,"DIBRUGARH","ASSAM"
786192,"TINSUKIA","ASSAM"
786601,"TINSUKIA","ASSAM"
786602,"DIBRUGARH","ASSAM"
786610,"DIBRUGARH","ASSAM"
786611,"DIBRUGARH","ASSAM"
786612,"DIBRUGARH","ASSAM"
786613,"DIBRUGARH","ASSAM"
786614,"DIBRUGARH","ASSAM"
786621,"DIBRUGARH","ASSAM"
786622,"DIBRUGARH","ASSAM"
786623,"DIBRUGARH","ASSAM"
786692,"DIBRUGARH","ASSAM"
787001,"LAKHIMPUR","ASSAM"
787023,"LAKHIMPUR","ASSAM"
787026,"DHEMAJI","ASSAM"
787031,"LAKHIMPUR","ASSAM"
787032,"LAKHIMPUR","ASSAM"
787033,"LAKHIMPUR","ASSAM"
787034,"DHEMAJI","ASSAM"
787035,"DHEMAJI","ASSAM"
787051,"LAKHIMPUR","ASSAM"
787052,"LAKHIMPUR","ASSAM"
787053,"LAKHIMPUR","ASSAM"
787054,"LAKHIMPUR","ASSAM"
787055,"LAKHIMPUR","ASSAM"
787056,"LAKHIMPUR","ASSAM"
787057,"DHEMAJI","ASSAM"
787058,"DHEMAJI","ASSAM"
787059,"DHEMAJI","ASSAM"
787060,"DHEMAJI","ASSAM"
787061,"DHEMAJI","ASSAM"
787110,"DHEMAJI","ASSAM"
788001,"CACHAR","ASSAM"
788002,"CACHAR","ASSAM"
788003,"CACHAR","ASSAM"
788004,"CACHAR","ASSAM"
788005,"CACHAR","ASSAM"
788006,"CACHAR","ASSAM"
788007,"CACHAR","ASSAM"
788009,"CACHAR","ASSAM"
788010,"CACHAR","ASSAM"
788011,"CACHAR","ASSAM"
788013,"CACHAR","ASSAM"
788014,"CACHAR","ASSAM"
788015,"CACHAR","ASSAM"
788025,"CACHAR","ASSAM"
788026,"CACHAR","ASSAM"
788030,"CACHAR","ASSAM"
788031,"CACHAR","ASSAM"
788098,"CACHAR","ASSAM"
788099,"CACHAR","ASSAM"
788101,"CACHAR","ASSAM"
788102,"CACHAR","ASSAM"
788103,"CACHAR","ASSAM"
788104,"CACHAR","ASSAM"
788106,"CACHAR","ASSAM"
788107,"CACHAR","ASSAM"
788108,"CACHAR","ASSAM"
788109,"CACHAR","ASSAM"
788110,"CACHAR","ASSAM"
788111,"CACHAR","ASSAM"
788112,"CACHAR","ASSAM"
788113,"CACHAR","ASSAM"
788114,"CACHAR","ASSAM"
788115,"CACHAR","ASSAM"
788116,"CACHAR","ASSAM"
788117,"CACHAR","ASSAM"
788118,"CACHAR","ASSAM"
788119,"CACHAR","ASSAM"
788120,"CACHAR","ASSAM"
788121,"CACHAR","ASSAM"
788123,"CACHAR","ASSAM"
788126,"CACHAR","ASSAM"
788127,"CACHAR","ASSAM"
788150,"HAILAKANDI","ASSAM"
788151,"HAILAKANDI","ASSAM"
788152,"KARIMGANJ","ASSAM"
788155,"HAILAKANDI","ASSAM"
788156,"KARIMGANJ","ASSAM"
788160,"HAILAKANDI","ASSAM"
788161,"HAILAKANDI","ASSAM"
788162,"HAILAKANDI","ASSAM"
788163,"HAILAKANDI","ASSAM"
788164,"HAILAKANDI","ASSAM"
788165,"HAILAKANDI","ASSAM"
788166,"KARIMGANJ","ASSAM"
788168,"HAILAKANDI","ASSAM"
788701,"KARIMGANJ","ASSAM"
788709,"KARIMGANJ","ASSAM"
788710,"KARIMGANJ","ASSAM"
788711,"KARIMGANJ","ASSAM"
788712,"KARIMGANJ","ASSAM"
788713,"KARIMGANJ","ASSAM"
788719,"KARIMGANJ","ASSAM"
788720,"KARIMGANJ","ASSAM"
788722,"KARIMGANJ","ASSAM"
788723,"KARIMGANJ","ASSAM"
788724,"KARIMGANJ","ASSAM"
788725,"KARIMGANJ","ASSAM"
788726,"KARIMGANJ","ASSAM"
788727,"KARIMGANJ","ASSAM"
788728,"KARIMGANJ","ASSAM"
788733,"KARIMGANJ","ASSAM"
788734,"KARIMGANJ","ASSAM"
788735,"KARIMGANJ","ASSAM"
788736,"KARIMGANJ","ASSAM"
788737,"KARIMGANJ","ASSAM"
788738,"HAILAKANDI","ASSAM"
788781,"KARIMGANJ","ASSAM"
788801,"HAILAKANDI","ASSAM"
788802,"HAILAKANDI","ASSAM"
788803,"KARIMGANJ","ASSAM"
788804,"CACHAR","ASSAM"
788805,"CACHAR","ASSAM"
788806,"KARIMGANJ","ASSAM"
788815,"CACHAR","ASSAM"
788816,"CACHAR","ASSAM"
788817,"CACHAR","ASSAM"
788818,"DIMA HASAO","ASSAM"
788819,"DIMA HASAO","ASSAM"
788820,"DIMA HASAO","ASSAM"
788830,"DIMA HASAO","ASSAM"
788831,"DIMA HASAO","ASSAM"
788832,"DIMA HASAO","ASSAM"
788931,"DIMA HASAO","ASSAM"
790001,"WEST KAMENG","ARUNACHAL PRADESH"
790002,"WEST KAMENG","ARUNACHAL PRADESH"
790003,"WEST KAMENG","ARUNACHAL PRADESH"
790101,"WEST KAMENG","ARUNACHAL PRADESH"
790102,"PAKKE KESSANG","ARUNACHAL PRADESH"
790103,"PAKKE KESSANG","ARUNACHAL PRADESH"
790104,"TAWANG","ARUNACHAL PRADESH"
790105,"TAWANG","ARUNACHAL PRADESH"
790106,"TAWANG","ARUNACHAL PRADESH"
790114,"WEST KAMENG","ARUNACHAL PRADESH"
790116,"WEST KAMENG","ARUNACHAL PRADESH"
791001,"LOWER SIANG","ARUNACHAL PRADESH"
791002,"UPPER SIANG","ARUNACHAL PRADESH"
791003,"SHI YOMI","ARUNACHAL PRADESH"
791004,"EAST SIANG","ARUNACHAL PRADESH"
791101,"LEPARADA","ARUNACHAL PRADESH"
791102,"SIANG","ARUNACHAL PRADESH"
791103,"EAST SIANG","ARUNACHAL PRADESH"
791104,"EAST SIANG","ARUNACHAL PRADESH"
791105,"UPPER SIANG","ARUNACHAL PRADESH"
791109,"PAPUM PARE","ARUNACHAL PRADESH"
791110,"PAPUM PARE","ARUNACHAL PRADESH"
791111,"PAPUM PARE","ARUNACHAL PRADESH"
791112,"PAPUM PARE","ARUNACHAL PRADESH"
791113,"PAPUM PARE","ARUNACHAL PRADESH"
791114,"PAPUM PARE","ARUNACHAL PRADESH"
791118,"KURUNG KUMEY","ARUNACHAL PRADESH"
791119,"LOWER SUBANSIRI","ARUNACHAL PRADESH"
791120,"LOWER SUBANSIRI","ARUNACHAL PRADESH"
791121,"PAPUM PARE","ARUNACHAL PRADESH"
791122,"UPPER SUBANSIRI","ARUNACHAL PRADESH"
791123,"PAPUM PARE","ARUNACHAL PRADESH"
791125,"LOWER SIANG","ARUNACHAL PRADESH"
791701,"AIZAWL","MIZORAM"
792001,"LOHIT","ARUNACHAL PRADESH"
792055,"CHANGLANG","ARUNACHAL PRADESH"
792056,"CHANGLANG","ARUNACHAL PRADESH"
792101,"DIBANG VALLEY","ARUNACHAL PRADESH"
792102,"NAMSAI","ARUNACHAL PRADESH"
792103,"NAMSAI","ARUNACHAL PRADESH"
792104,"ANJAW","ARUNACHAL PRADESH"
792105,"NAMSAI","ARUNACHAL PRADESH"
792110,"LOWER DIBANG VALLEY","ARUNACHAL PRADESH"
792111,"LOHIT","ARUNACHAL PRADESH"
792120,"CHANGLANG","ARUNACHAL PRADESH"
792121,"CHANGLANG","ARUNACHAL PRADESH"
792122,"CHANGLANG","ARUNACHAL PRADESH"
792123,"CHANGLANG","ARUNACHAL PRADESH"
792124,"PAPUM PARE","ARUNACHAL PRADESH"
792129,"TIRAP","ARUNACHAL PRADESH"
792130,"TIRAP","ARUNACHAL PRADESH"
792131,"LONGDING","ARUNACHAL PRADESH"
793001,"EAST KHASI HILLS","MEGHALAYA"
793002,"EAST KHASI HILLS","MEGHALAYA"
793003,"EAST KHASI HILLS","MEGHALAYA"
793004,"EAST KHASI HILLS","MEGHALAYA"
793005,"EAST KHASI HILLS","MEGHALAYA"
793006,"EAST KHASI HILLS","MEGHALAYA"
793007,"EAST KHASI HILLS","MEGHALAYA"
793008,"EAST KHASI HILLS","MEGHALAYA"
793009,"EAST KHASI HILLS","MEGHALAYA"
793010,"EAST KHASI HILLS","MEGHALAYA"
793011,"EAST KHASI HILLS","MEGHALAYA"
793012,"EAST KHASI HILLS","MEGHALAYA"
793014,"EAST KHASI HILLS","MEGHALAYA"
793015,"EAST KHASI HILLS","MEGHALAYA"
793016,"EAST KHASI HILLS","MEGHALAYA"
793017,"EAST KHASI HILLS","MEGHALAYA"
793018,"EAST KHASI HILLS","MEGHALAYA"
793019,"EAST KHASI HILLS","MEGHALAYA"
793021,"EAST KHASI HILLS","MEGHALAYA"
793022,"EAST KHASI HILLS","MEGHALAYA"
793101,"RI BHOI","MEGHALAYA"
793102,"RI BHOI","MEGHALAYA"
793103,"RI BHOI","MEGHALAYA"
793104,"RI BHOI","MEGHALAYA"
793105,"RI BHOI","MEGHALAYA"
793106,"EAST KHASI HILLS","MEGHALAYA"
793107,"EAST KHASI HILLS","MEGHALAYA"
793108,"EAST KHASI HILLS","MEGHALAYA"
793109,"WEST JAINTIA HILLS","MEGHALAYA"
793110,"EAST KHASI HILLS","MEGHALAYA"
793111,"EAST KHASI HILLS","MEGHALAYA"
793112,"EAST KHASI HILLS","MEGHALAYA"
793113,"EAST KHASI HILLS","MEGHALAYA"
793114,"SOUTH WEST KHASI HILLS","MEGHALAYA"
793115,"EAST KHASI HILLS","MEGHALAYA"
793116,"RI BHOI","MEGHALAYA"
793119,"WEST KHASI HILLS","MEGHALAYA"
793120,"WEST KHASI HILLS","MEGHALAYA"
793121,"EAST KHASI HILLS","MEGHALAYA"
793122,"RI BHOI","MEGHALAYA"
793123,"RI BHOI","MEGHALAYA"
793126,"WEST KHASI HILLS","MEGHALAYA"
793150,"WEST JAINTIA HILLS","MEGHALAYA"
793151,"WEST JAINTIA HILLS","MEGHALAYA"
793160,"EAST JAINTIA HILLS","MEGHALAYA"
793161,"WEST JAINTIA HILLS","MEGHALAYA"
793200,"EAST JAINTIA HILLS","MEGHALAYA"
793210,"EAST JAINTIA HILLS","MEGHALAYA"
794001,"WEST GARO HILLS","MEGHALAYA"
794002,"WEST GARO HILLS","MEGHALAYA"
794003,"WEST GARO HILLS","MEGHALAYA"
794004,"WEST GARO HILLS","MEGHALAYA"
794005,"WEST GARO HILLS","MEGHALAYA"
794101,"WEST GARO HILLS","MEGHALAYA"
794102,"SOUTH GARO HILLS","MEGHALAYA"
794103,"WEST GARO HILLS","MEGHALAYA"
794104,"WEST GARO HILLS","MEGHALAYA"
794105,"WEST GARO HILLS","MEGHALAYA"
794106,"SOUTH WEST GARO HILLS","MEGHALAYA"
794107,"SOUTH GARO HILLS","MEGHALAYA"
794108,"NORTH GARO HILLS","MEGHALAYA"
794109,"WEST GARO HILLS","MEGHALAYA"
794110,"EAST GARO HILLS","MEGHALAYA"
794111,"EAST GARO HILLS","MEGHALAYA"
794112,"WEST GARO HILLS","MEGHALAYA"
794113,"EAST GARO HILLS","MEGHALAYA"
794114,"SOUTH GARO HILLS","MEGHALAYA"
794115,"SOUTH WEST GARO HILLS","MEGHALAYA"
794116,"NA","NA"
795001,"IMPHAL WEST","MANIPUR"
795002,"IMPHAL WEST","MANIPUR"
795003,"IMPHAL EAST","MANIPUR"
795004,"IMPHAL WEST","MANIPUR"
795005,"IMPHAL EAST","MANIPUR"
795006,"PHERZAWL","MANIPUR"
795007,"SENAPATI","MANIPUR"
795008,"IMPHAL EAST","MANIPUR"
795009,"IMPHAL WEST","MANIPUR"
795010,"KANGPOKPI","MANIPUR"
795011,"BISHNUPUR","MANIPUR"
795015,"SENAPATI","MANIPUR"
795101,"CHANDEL","MANIPUR"
795102,"CHANDEL","MANIPUR"
795103,"THOUBAL","MANIPUR"
795104,"SENAPATI","MANIPUR"
795105,"SENAPATI","MANIPUR"
795106,"SENAPATI","MANIPUR"
795107,"KANGPOKPI","MANIPUR"
795112,"KANGPOKPI","MANIPUR"
795113,"KANGPOKPI","MANIPUR"
795114,"IMPHAL EAST","MANIPUR"
795115,"JIRIBAM","MANIPUR"
795116,"JIRIBAM","MANIPUR"
795117,"CHURACHANDPUR","MANIPUR"
795118,"KANGPOKPI","MANIPUR"
795121,"IMPHAL WEST","MANIPUR"
795122,"KANGPOKPI","MANIPUR"
795124,"BISHNUPUR","MANIPUR"
795125,"TAMENGLONG","MANIPUR"
795126,"KANGPOKPI","MANIPUR"
795127,"CHANDEL","MANIPUR"
795128,"CHURACHANDPUR","MANIPUR"
795129,"KANGPOKPI","MANIPUR"
795130,"THOUBAL","MANIPUR"
795131,"TENGNOUPAL","MANIPUR"
795132,"KAKCHING","MANIPUR"
795133,"CHURACHANDPUR","MANIPUR"
795134,"BISHNUPUR","MANIPUR"
795135,"TENGNOUPAL","MANIPUR"
795136,"IMPHAL WEST","MANIPUR"
795138,"NA","NA"
795139,"CHURACHANDPUR","MANIPUR"
795140,"IMPHAL WEST","MANIPUR"
795141,"TAMENGLONG","MANIPUR"
795142,"UKHRUL","MANIPUR"
795143,"PHERZAWL","MANIPUR"
795144,"UKHRUL","MANIPUR"
795145,"KAMJONG","MANIPUR"
795146,"IMPHAL WEST","MANIPUR"
795147,"NONEY","MANIPUR"
795148,"THOUBAL","MANIPUR"
795149,"KANGPOKPI","MANIPUR"
795150,"SENAPATI","MANIPUR"
795159,"NONEY","MANIPUR"
795160,"NA","NA"
796001,"AIZAWL","MIZORAM"
796004,"AIZAWL","MIZORAM"
796005,"AIZAWL","MIZORAM"
796006,"AIZAWL","MIZORAM"
796007,"AIZAWL","MIZORAM"
796008,"AIZAWL","MIZORAM"
796009,"AIZAWL","MIZORAM"
796012,"AIZAWL","MIZORAM"
796014,"AIZAWL","MIZORAM"
796015,"AIZAWL","MIZORAM"
796017,"AIZAWL","MIZORAM"
796070,"KOLASIB","MIZORAM"
796081,"KOLASIB","MIZORAM"
796091,"KOLASIB","MIZORAM"
796101,"KOLASIB","MIZORAM"
796111,"AIZAWL","MIZORAM"
796161,"SERCHHIP","MIZORAM"
796181,"SERCHHIP","MIZORAM"
796184,"SERCHHIP","MIZORAM"
796186,"SERCHHIP","MIZORAM"
796190,"AIZAWL","MIZORAM"
796246,"AIZAWL","MIZORAM"
796261,"SAITUAL","MIZORAM"
796290,"SAITUAL","MIZORAM"
796291,"CHAMPHAI","MIZORAM"
796310,"KHAWZAWL","MIZORAM"
796320,"CHAMPHAI","MIZORAM"
796321,"CHAMPHAI","MIZORAM"
796370,"SERCHHIP","MIZORAM"
796410,"MAMIT","MIZORAM"
796421,"AIZAWL","MIZORAM"
796431,"MAMIT","MIZORAM"
796441,"AIZAWL","MIZORAM"
796470,"AIZAWL","MIZORAM"
796501,"MAMIT","MIZORAM"
796571,"Hnahthial","MIZORAM"
796691,"LUNGLEI","MIZORAM"
796701,"LUNGLEI","MIZORAM"
796710,"LUNGLEI","MIZORAM"
796751,"LUNGLEI","MIZORAM"
796770,"AIZAWL","MIZORAM"
796891,"LAWNGTLAI","MIZORAM"
796901,"LAWNGTLAI","MIZORAM"
797001,"KOHIMA","NAGALAND"
797002,"KOHIMA","NAGALAND"
797003,"KOHIMA","NAGALAND"
797004,"KOHIMA","NAGALAND"
797006,"KOHIMA","NAGALAND"
797099,"WOKHA","NAGALAND"
797101,"PEREN","NAGALAND"
797103,"PEREN","NAGALAND"
797104,"ZUNHEBOTO","NAGALAND"
797105,"KOHIMA","NAGALAND"
797106,"DIMAPUR","NAGALAND"
797107,"PHEK","NAGALAND"
797108,"PHEK","NAGALAND"
797109,"KOHIMA","NAGALAND"
797110,"PEREN","NAGALAND"
797111,"WOKHA","NAGALAND"
797112,"DIMAPUR","NAGALAND"
797113,"DIMAPUR","NAGALAND"
797114,"PHEK","NAGALAND"
797115,"DIMAPUR","NAGALAND"
797116,"DIMAPUR","NAGALAND"
797117,"DIMAPUR","NAGALAND"
797118,"DIMAPUR","NAGALAND"
797120,"KOHIMA","NAGALAND"
797121,"KOHIMA","NAGALAND"
798601,"MOKOKCHUNG","NAGALAND"
798602,"MON","NAGALAND"
798603,"MON","NAGALAND"
798604,"MOKOKCHUNG","NAGALAND"
798607,"MOKOKCHUNG","NAGALAND"
798611,"KIPHIRE","NAGALAND"
798612,"TUENSANG","NAGALAND"
798613,"MOKOKCHUNG","NAGALAND"
798614,"MOKOKCHUNG","NAGALAND"
798615,"MOKOKCHUNG","NAGALAND"
798616,"TUENSANG","NAGALAND"
798617,"KOHIMA","NAGALAND"
798618,"MOKOKCHUNG","NAGALAND"
798620,"ZUNHEBOTO","NAGALAND"
798621,"MON","NAGALAND"
798622,"MON","NAGALAND"
798623,"MOKOKCHUNG","NAGALAND"
798625,"LONGLENG","NAGALAND"
798626,"KOHIMA","NAGALAND"
798627,"ZUNHEBOTO","NAGALAND"
798628,"TUENSANG","NAGALAND"
799001,"NA","NA"
799002,"West Tripura","TRIPURA"
799003,"West Tripura","TRIPURA"
799004,"West Tripura","TRIPURA"
799005,"West Tripura","TRIPURA"
799006,"West Tripura","TRIPURA"
799007,"West Tripura","TRIPURA"
799008,"West Tripura","TRIPURA"
799009,"West Tripura","TRIPURA"
799010,"West Tripura","TRIPURA"
799011,"Sepahijala","TRIPURA"
799012,"West Tripura","TRIPURA"
799013,"Gomati","TRIPURA"
799014,"West Tripura","TRIPURA"
799015,"West Tripura","TRIPURA"
799022,"West Tripura","TRIPURA"
799035,"West Tripura","TRIPURA"
